날짜,카테고리,제품,가격,수량,매출액,고객_세그먼트,마케팅_캠페인,마케팅_채널,고객_ID,성별,연령대
2023-01-05,전자제품,이어폰,569714.7634306351,1,569714.7634306351,충성 고객,,제휴 마케팅,6241,남성,50대 이상
2024-01-25,생활용품,화장지,11134.34527456282,1,11134.34527456282,신규 고객,,온라인 광고,8888,여성,30대
2023-11-29,생활용품,주방용품,22525.516293417753,3,67576.54888025326,VIP 고객,SNS 프로모션,이메일,8160,여성,30대
2023-12-23,식품,채소,10999.155662537565,1,10999.155662537565,일반 고객,,이메일,9436,여성,20대
2023-09-04,화장품,메이크업,57305.0023279924,5,286525.011639962,일반 고객,,온라인 광고,4667,여성,20대
2023-04-03,전자제품,스마트폰,554813.1501537581,4,2219252.6006150325,신규 고객,,오프라인 광고,5967,여성,30대
2023-06-04,식품,간식,13630.930382685588,1,13630.930382685588,신규 고객,,이메일,7689,남성,10대
2023-11-23,식품,육류,15449.021822539124,1,15449.021822539124,충성 고객,SNS 프로모션,오프라인 광고,5956,여성,50대 이상
2023-04-01,생활용품,욕실용품,23392.808841905677,5,116964.04420952838,일반 고객,,이메일,5200,남성,20대
2023-07-12,식품,음료,15847.5472829161,9,142627.9255462449,일반 고객,,소셜 미디어,2132,여성,20대
2024-07-05,화장품,바디케어,23263.548011740106,1,23263.548011740106,신규 고객,,제휴 마케팅,7696,여성,30대
2023-04-22,전자제품,스마트폰,576202.4123051735,5,2881012.0615258673,충성 고객,,제휴 마케팅,4607,여성,20대
2023-01-04,의류,하의,26216.004585447758,3,78648.01375634328,신규 고객,,제휴 마케팅,8997,남성,10대
2024-05-23,식품,유제품,18810.924043439943,1,18810.924043439943,신규 고객,신규 고객 할인,이메일,9533,남성,40대
2023-02-07,의류,신발,40740.381114004376,1,40740.381114004376,일반 고객,신규 고객 할인,온라인 광고,1205,남성,30대
2023-02-16,전자제품,가전제품,585470.9532027155,6,3512825.7192162927,신규 고객,,온라인 광고,4722,여성,20대
2024-05-19,식품,유제품,28464.891992178207,6,170789.35195306924,신규 고객,신규 고객 할인,온라인 광고,6310,남성,30대
2023-03-22,식품,채소,27135.980753618187,2,54271.961507236374,신규 고객,,온라인 광고,3524,남성,50대 이상
2023-09-19,전자제품,이어폰,417473.7720208057,4,1669895.0880832227,일반 고객,,온라인 광고,8106,여성,40대
2024-06-27,전자제품,노트북,594571.5057261693,1,594571.5057261693,충성 고객,,이메일,5997,남성,10대
2023-06-17,의류,액세서리,121569.86835073153,2,243139.73670146306,충성 고객,,이메일,9850,여성,30대
2024-07-08,생활용품,세제,28828.379121502316,5,144141.89560751157,신규 고객,,이메일,8951,남성,30대
2023-06-28,생활용품,욕실용품,23682.825290607943,4,94731.30116243177,일반 고객,,제휴 마케팅,1139,남성,10대
2024-05-31,식품,유제품,11643.368541751737,4,46573.47416700695,일반 고객,신규 고객 할인,이메일,3606,남성,40대
2023-10-16,화장품,헤어케어,37125.55133978965,1,37125.55133978965,충성 고객,,오프라인 광고,8196,여성,20대
2023-12-27,식품,채소,29625.901764011927,2,59251.803528023855,충성 고객,,소셜 미디어,4802,남성,40대
2024-01-22,생활용품,화장지,50238.09721649166,1,50238.09721649166,신규 고객,,이메일,2518,여성,40대
2024-07-06,전자제품,이어폰,354213.14224303607,5,1771065.7112151803,일반 고객,,온라인 광고,5195,남성,40대
2023-09-15,화장품,헤어케어,72145.2094751813,5,360726.0473759065,신규 고객,,이메일,9751,남성,30대
2023-09-05,전자제품,노트북,829757.6565350743,2,1659515.3130701487,충성 고객,,소셜 미디어,8071,여성,10대
2024-01-05,의류,하의,67113.06203164661,5,335565.31015823304,일반 고객,,온라인 광고,9089,남성,40대
2023-02-12,식품,과일,15883.578993772799,1,15883.578993772799,신규 고객,신규 고객 할인,온라인 광고,5426,여성,20대
2023-10-31,생활용품,화장지,16159.539663961395,1,16159.539663961395,일반 고객,,온라인 광고,2014,여성,30대
2024-05-08,생활용품,세제,37255.23742505657,6,223531.4245503394,일반 고객,신규 고객 할인,이메일,3817,남성,20대
2023-12-29,의류,신발,71916.46544950565,3,215749.39634851692,VIP 고객,,오프라인 광고,8697,여성,30대
2023-07-04,화장품,헤어케어,45274.04228806277,3,135822.1268641883,일반 고객,,소셜 미디어,9312,남성,50대 이상
2023-01-21,생활용품,주방용품,23399.941632152688,2,46799.883264305376,VIP 고객,,이메일,5841,남성,10대
2023-10-04,화장품,메이크업,67015.12163132953,2,134030.24326265906,일반 고객,,소셜 미디어,3854,여성,10대
2023-08-01,화장품,스킨케어,53845.390916697615,4,215381.56366679046,일반 고객,회원 전용 이벤트,온라인 광고,7219,남성,30대
2024-02-18,식품,음료,19421.399182976314,3,58264.19754892895,일반 고객,제휴 마케팅,제휴 마케팅,5545,남성,40대
2023-01-18,식품,음료,12858.848776162598,1,12858.848776162598,일반 고객,,이메일,8178,여성,30대
2023-04-28,전자제품,태블릿,1043904.0645345269,1,1043904.0645345269,충성 고객,,제휴 마케팅,6618,남성,10대
2023-04-03,화장품,스킨케어,37344.78406293637,6,224068.7043776182,일반 고객,,제휴 마케팅,6126,여성,10대
2023-04-13,화장품,스킨케어,72220.2137985602,7,505541.4965899214,일반 고객,,오프라인 광고,4893,여성,10대
2023-04-03,식품,음료,18827.148642742246,4,75308.59457096898,일반 고객,,제휴 마케팅,5434,남성,20대
2024-03-04,의류,아우터,59281.228898877736,3,177843.6866966332,일반 고객,,오프라인 광고,4406,여성,40대
2023-02-18,화장품,메이크업,16448.754982788898,4,65795.01993115559,VIP 고객,,소셜 미디어,1002,여성,30대
2024-07-27,전자제품,태블릿,534969.5034284898,5,2674847.517142449,충성 고객,,온라인 광고,1670,여성,20대
2023-11-13,식품,유제품,25840.911495933193,2,51681.822991866386,일반 고객,SNS 프로모션,오프라인 광고,4792,남성,50대 이상
2023-07-30,전자제품,가전제품,806896.869123982,3,2420690.607371946,충성 고객,,이메일,2812,여성,20대
2024-05-04,화장품,바디케어,70364.15818464528,4,281456.6327385811,일반 고객,신규 고객 할인,이메일,6944,여성,50대 이상
2024-01-21,전자제품,노트북,404635.07133418054,5,2023175.3566709026,일반 고객,,온라인 광고,1383,여성,10대
2023-08-27,의류,아우터,53721.93786868716,3,161165.81360606148,신규 고객,회원 전용 이벤트,오프라인 광고,8957,여성,50대 이상
2023-07-26,전자제품,이어폰,874638.1592894264,3,2623914.4778682794,신규 고객,,소셜 미디어,4759,여성,10대
2023-02-25,의류,액세서리,128550.9256183648,1,128550.9256183648,충성 고객,,제휴 마케팅,6669,여성,30대
2023-10-03,전자제품,태블릿,812236.8772247467,7,5685658.140573227,일반 고객,,제휴 마케팅,3850,여성,30대
2024-05-13,의류,신발,144338.394820186,1,144338.394820186,충성 고객,신규 고객 할인,오프라인 광고,7047,남성,30대
2024-03-17,의류,아우터,120044.56605539008,8,960356.5284431207,일반 고객,,오프라인 광고,3258,남성,30대
2024-06-23,화장품,향수,31320.298848758248,2,62640.597697516496,일반 고객,,온라인 광고,5383,남성,50대 이상
2023-06-04,생활용품,주방용품,47554.88886029949,1,47554.88886029949,일반 고객,,오프라인 광고,7336,남성,40대
2024-02-10,생활용품,세제,32870.86016445201,2,65741.72032890402,일반 고객,제휴 마케팅,이메일,1206,여성,40대
2023-08-10,의류,신발,124189.59931831084,5,620947.9965915541,일반 고객,회원 전용 이벤트,오프라인 광고,7055,남성,40대
2023-01-08,화장품,메이크업,42051.144869457545,2,84102.28973891509,일반 고객,,이메일,3566,여성,50대 이상
2023-08-27,의류,액세서리,25646.81369821027,5,128234.06849105135,일반 고객,회원 전용 이벤트,제휴 마케팅,4805,여성,40대
2024-01-15,화장품,헤어케어,37806.22773812158,3,113418.68321436475,충성 고객,,오프라인 광고,3617,여성,30대
2023-10-03,생활용품,화장지,32302.441184519525,1,32302.441184519525,충성 고객,,제휴 마케팅,1861,여성,40대
2023-02-08,전자제품,스마트폰,219685.03129947901,2,439370.06259895803,충성 고객,신규 고객 할인,소셜 미디어,7079,여성,20대
2023-01-31,의류,신발,44446.9717314978,1,44446.9717314978,일반 고객,,오프라인 광고,6462,남성,10대
2023-09-04,생활용품,세제,38664.183034289184,3,115992.54910286755,충성 고객,,소셜 미디어,7094,남성,50대 이상
2023-02-01,식품,유제품,12083.216957362984,2,24166.433914725967,충성 고객,신규 고객 할인,소셜 미디어,6558,남성,40대
2023-07-06,식품,음료,7045.965882463705,6,42275.795294782234,일반 고객,,온라인 광고,2881,여성,40대
2024-07-04,식품,간식,6273.57700585827,1,6273.57700585827,신규 고객,,소셜 미디어,1719,여성,50대 이상
2024-02-26,식품,음료,16325.528603087647,2,32651.057206175294,충성 고객,제휴 마케팅,제휴 마케팅,6374,남성,40대
2023-12-11,식품,음료,9355.017788561374,4,37420.071154245496,충성 고객,,오프라인 광고,4968,남성,50대 이상
2023-09-30,생활용품,화장지,28798.852431332012,5,143994.26215666006,신규 고객,,이메일,5876,남성,50대 이상
2024-05-11,전자제품,스마트폰,834042.9716841949,4,3336171.8867367795,일반 고객,신규 고객 할인,소셜 미디어,3828,남성,50대 이상
2024-07-20,식품,육류,12414.997864898318,4,49659.99145959327,신규 고객,,오프라인 광고,8069,남성,10대
2023-11-04,식품,음료,23064.457311772967,2,46128.914623545934,충성 고객,SNS 프로모션,온라인 광고,6048,여성,30대
2023-07-09,전자제품,스마트폰,240416.12595695138,1,240416.12595695138,충성 고객,,소셜 미디어,9924,남성,50대 이상
2024-02-28,생활용품,청소용품,33550.393371427424,1,33550.393371427424,일반 고객,제휴 마케팅,소셜 미디어,2874,남성,40대
2023-09-30,의류,신발,97040.70418439938,2,194081.40836879876,일반 고객,,온라인 광고,3105,남성,40대
2024-07-23,식품,과일,6015.811670591809,2,12031.623341183618,일반 고객,,온라인 광고,2961,여성,10대
2024-03-22,전자제품,노트북,460675.77428303007,2,921351.5485660601,충성 고객,,제휴 마케팅,9728,남성,20대
2023-09-07,생활용품,세제,40945.914490922936,2,81891.82898184587,충성 고객,,오프라인 광고,7305,남성,20대
2023-05-20,전자제품,스마트폰,256645.45249855297,7,1796518.167489871,충성 고객,시즌 세일,오프라인 광고,7589,남성,10대
2023-10-21,화장품,메이크업,35986.82153794936,3,107960.46461384809,VIP 고객,,오프라인 광고,9662,여성,30대
2024-06-13,화장품,헤어케어,78314.3924707346,1,78314.3924707346,일반 고객,,온라인 광고,8347,남성,30대
2024-07-26,화장품,메이크업,39374.59437049506,6,236247.56622297037,신규 고객,,이메일,3011,여성,40대
2024-03-20,화장품,헤어케어,71791.5212355253,4,287166.0849421012,신규 고객,,소셜 미디어,7686,여성,10대
2024-03-14,화장품,스킨케어,23574.105252374575,2,47148.21050474915,충성 고객,,온라인 광고,5624,여성,20대
2023-06-15,식품,음료,27506.03517665155,4,110024.1407066062,충성 고객,,이메일,1268,남성,50대 이상
2023-03-01,화장품,메이크업,40835.95044171373,1,40835.95044171373,일반 고객,,소셜 미디어,7289,여성,10대
2023-09-06,화장품,헤어케어,35481.68489841688,1,35481.68489841688,일반 고객,,이메일,2939,여성,30대
2023-05-02,전자제품,가전제품,779251.7618227234,6,4675510.570936341,신규 고객,시즌 세일,오프라인 광고,1807,남성,40대
2023-07-09,전자제품,가전제품,882283.6530052476,5,4411418.265026238,신규 고객,,이메일,4558,남성,20대
2024-05-18,전자제품,태블릿,864557.634254011,4,3458230.537016044,일반 고객,신규 고객 할인,제휴 마케팅,1422,여성,20대
2023-06-20,화장품,바디케어,53211.79134168445,6,319270.7480501067,VIP 고객,,소셜 미디어,4217,남성,20대
2024-04-01,화장품,메이크업,26469.321864124075,2,52938.64372824815,충성 고객,,제휴 마케팅,1725,여성,30대
2024-06-17,식품,유제품,25893.5052111516,4,103574.0208446064,신규 고객,,오프라인 광고,3123,남성,10대
2024-06-13,식품,육류,6704.769805206914,6,40228.61883124148,충성 고객,,소셜 미디어,8415,여성,10대
2024-05-04,식품,음료,16459.65900181899,5,82298.29500909495,일반 고객,신규 고객 할인,소셜 미디어,6578,남성,50대 이상
2024-02-09,화장품,스킨케어,61223.77885355419,1,61223.77885355419,신규 고객,제휴 마케팅,소셜 미디어,7799,여성,10대
2023-12-30,의류,하의,56162.388112897104,8,449299.10490317683,신규 고객,,이메일,3330,남성,40대
2023-01-12,화장품,향수,69155.1862536162,3,207465.5587608486,신규 고객,,소셜 미디어,2094,남성,40대
2023-05-04,화장품,바디케어,30974.374134316375,2,61948.74826863275,신규 고객,시즌 세일,소셜 미디어,4092,여성,50대 이상
2023-01-27,전자제품,가전제품,617600.6941846698,2,1235201.3883693395,충성 고객,,제휴 마케팅,2810,남성,20대
2024-03-02,화장품,헤어케어,14726.971712037966,2,29453.943424075933,신규 고객,,오프라인 광고,7382,남성,10대
2023-05-28,식품,유제품,8507.47992876317,9,76567.31935886854,신규 고객,시즌 세일,소셜 미디어,6929,남성,20대
2023-05-15,전자제품,태블릿,113103.71670565907,1,113103.71670565907,VIP 고객,시즌 세일,소셜 미디어,5282,여성,20대
2023-05-10,생활용품,욕실용품,38475.35798448856,1,38475.35798448856,신규 고객,시즌 세일,제휴 마케팅,4398,여성,20대
2023-08-13,의류,신발,129483.70969865141,3,388451.12909595424,신규 고객,회원 전용 이벤트,오프라인 광고,7553,남성,20대
2023-06-20,의류,액세서리,75502.93014919168,5,377514.65074595844,일반 고객,,온라인 광고,9745,남성,50대 이상
2023-09-03,화장품,스킨케어,54486.34854450154,2,108972.69708900308,일반 고객,,오프라인 광고,6543,남성,40대
2023-07-20,생활용품,세제,33977.31378881363,5,169886.56894406816,일반 고객,,소셜 미디어,6197,여성,50대 이상
2024-06-10,전자제품,가전제품,321049.95209912997,4,1284199.8083965199,일반 고객,,소셜 미디어,6247,여성,40대
2023-05-30,전자제품,가전제품,589948.5538744385,1,589948.5538744385,충성 고객,시즌 세일,오프라인 광고,8697,여성,30대
2024-04-24,화장품,향수,71334.9453570562,4,285339.7814282248,신규 고객,,오프라인 광고,8148,남성,50대 이상
2024-07-11,전자제품,스마트폰,788136.657074019,1,788136.657074019,신규 고객,,이메일,1864,남성,30대
2024-04-20,의류,액세서리,29012.451620265063,6,174074.7097215904,일반 고객,,오프라인 광고,3778,남성,10대
2024-07-19,의류,액세서리,89568.61056924185,2,179137.2211384837,일반 고객,,온라인 광고,8493,여성,50대 이상
2023-04-22,의류,상의,25965.844236528053,6,155795.06541916833,신규 고객,,오프라인 광고,1242,여성,30대
2023-04-12,의류,액세서리,71836.12024746336,6,431016.7214847802,신규 고객,,오프라인 광고,8977,여성,30대
2023-01-26,의류,액세서리,77304.88152330447,5,386524.4076165224,일반 고객,,이메일,3657,남성,30대
2024-03-23,전자제품,스마트폰,581810.0017479191,1,581810.0017479191,일반 고객,,제휴 마케팅,8833,여성,40대
2024-07-16,화장품,바디케어,25377.519610429616,5,126887.59805214808,일반 고객,,오프라인 광고,6599,남성,20대
